-0.14	-0.14	0.02	0.00	0.50	0.50	0.00	0.00
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.00	0.50	0.29	0.00	0.31
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.02	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.01	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.02	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.01	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.01	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.02	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.01	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.02	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.01	0.01	0.50	0.35	0.00	0.25
-0.14	-0.14	0.02	0.01	0.50	0.21	0.00	0.39
-0.14	-0.14	0.01	0.01	0.50	0.41	0.00	0.19
-0.14	-0.14	0.01	0.01	0.50	0.26	0.00	0.34
-0.14	-0.14	0.02	0.01	0.50	0.39	0.00	0.21
-0.14	-0.14	0.01	0.01	0.50	0.16	0.00	0.44
-0.14	-0.14	0.02	0.01	0.50	0.40	0.00	0.20
-0.14	-0.14	0.01	0.01	0.50	0.25	0.00	0.35
-0.14	-0.14	0.02	0.01	0.50	0.30	0.00	0.30
-0.14	-0.14	0.00	0.01	0.50	0.50	0.00	0.09
-0.14	-0.14	0.02	0.01	0.50	0.15	0.00	0.45
-0.14	-0.14	0.01	0.01	0.50	0.40	0.00	0.20
-0.14	-0.14	0.02	0.01	0.50	0.35	0.00	0.25
-0.14	-0.14	0.03	0.01	0.50	0.29	0.00	0.31
-0.14	-0.14	0.01	0.01	0.50	0.31	0.00	0.29
-0.14	-0.14	0.03	0.01	0.50	0.33	0.00	0.27
-0.14	-0.14	0.02	0.01	0.50	0.34	0.00	0.26
-0.14	-0.14	0.03	0.02	0.50	0.36	0.00	0.24
-0.14	-0.14	0.04	0.02	0.50	0.24	0.00	0.36
-0.14	-0.14	0.03	0.02	0.50	0.33	0.00	0.27
-0.14	-0.14	0.05	0.02	0.50	0.30	0.00	0.30
-0.14	-0.14	0.04	0.02	0.50	0.35	0.00	0.25
-0.14	-0.14	0.05	0.02	0.50	0.30	0.00	0.30
-0.14	-0.14	0.05	0.02	0.50	0.23	0.00	0.37
-0.14	-0.14	0.05	0.03	0.50	0.41	0.00	0.19
-0.14	-0.14	0.06	0.03	0.50	0.31	0.00	0.29
-0.14	-0.14	0.06	0.03	0.50	0.41	0.00	0.19
-0.14	-0.14	0.08	0.03	0.50	0.28	0.00	0.32
-0.14	-0.14	0.07	0.04	0.50	0.29	0.00	0.31
-0.14	-0.14	0.08	0.04	0.50	0.37	0.00	0.23
-0.14	-0.14	0.09	0.04	0.50	0.28	0.00	0.32
-0.14	-0.14	0.10	0.04	0.50	0.37	0.00	0.23
-0.14	-0.14	0.10	0.05	0.50	0.29	0.00	0.31
-0.14	-0.14	0.11	0.05	0.50	0.30	0.00	0.30
-0.14	-0.14	0.12	0.06	0.50	0.25	0.00	0.35
-0.14	-0.14	0.12	0.06	0.50	0.31	0.00	0.29
-0.14	-0.14	0.13	0.06	0.50	0.36	0.00	0.24
-0.14	-0.13	0.14	0.07	0.50	0.34	0.00	0.26
-0.14	-0.13	0.15	0.07	0.50	0.32	0.00	0.28
-0.14	-0.14	0.16	0.08	0.50	0.19	0.00	0.41
-0.14	-0.14	0.16	0.08	0.50	0.30	0.00	0.30
-0.14	-0.13	0.18	0.09	0.50	0.33	0.00	0.27
-0.14	-0.13	0.18	0.09	0.50	0.36	0.00	0.24
-0.14	-0.13	0.19	0.10	0.50	0.29	0.00	0.31
-0.14	-0.13	0.19	0.11	0.50	0.26	0.00	0.34
-0.14	-0.13	0.20	0.11	0.50	0.27	0.00	0.33
-0.14	-0.13	0.21	0.12	0.50	0.37	0.00	0.23
-0.14	-0.13	0.22	0.12	0.50	0.32	0.00	0.28
-0.14	-0.13	0.23	0.13	0.50	0.23	0.00	0.37
-0.14	-0.13	0.24	0.14	0.50	0.31	0.00	0.29
-0.14	-0.13	0.25	0.14	0.50	0.30	0.00	0.30
-0.14	-0.13	0.26	0.15	0.50	0.26	0.00	0.34
-0.14	-0.13	0.26	0.16	0.50	0.33	0.00	0.27
-0.13	-0.13	0.28	0.16	0.50	0.24	0.00	0.36
-0.13	-0.13	0.29	0.17	0.50	0.28	0.00	0.32
-0.13	-0.13	0.30	0.18	0.50	0.20	0.00	0.40
-0.13	-0.13	0.30	0.19	0.50	0.28	0.00	0.32
-0.13	-0.13	0.32	0.20	0.50	0.32	0.00	0.28
-0.13	-0.13	0.32	0.20	0.50	0.27	0.00	0.33
-0.13	-0.13	0.34	0.21	0.50	0.33	0.00	0.27
-0.13	-0.13	0.34	0.22	0.50	0.26	0.00	0.34
-0.13	-0.13	0.36	0.23	0.50	0.32	0.00	0.28
-0.13	-0.13	0.37	0.24	0.50	0.19	0.00	0.41
-0.13	-0.13	0.37	0.24	0.50	0.25	0.00	0.35
-0.13	-0.13	0.38	0.25	0.50	0.28	0.00	0.32
-0.13	-0.12	0.40	0.26	0.50	0.24	0.00	0.36
-0.13	-0.12	0.41	0.27	0.50	0.32	0.00	0.28
-0.13	-0.12	0.42	0.28	0.50	0.32	0.00	0.28
-0.13	-0.12	0.43	0.29	0.50	0.31	0.00	0.29
-0.12	-0.12	0.44	0.30	0.50	0.26	0.05	0.34
-0.12	-0.12	0.45	0.31	0.50	0.16	0.04	0.44
-0.12	-0.12	0.46	0.32	0.50	0.20	0.08	0.40
-0.12	-0.12	0.46	0.33	0.50	0.26	0.06	0.34
-0.12	-0.12	0.48	0.33	0.48	0.32	0.12	0.28
-0.12	-0.12	0.49	0.34	0.36	0.33	0.24	0.27
-0.12	-0.12	0.50	0.35	0.36	0.36	0.24	0.24
-0.12	-0.12	0.51	0.36	0.36	0.26	0.24	0.34
-0.12	-0.12	0.52	0.37	0.31	0.24	0.29	0.36
-0.12	-0.11	0.53	0.38	0.27	0.22	0.33	0.38
