-0.17	-0.17	0.01	-0.00	0.50	0.50	0.00	0.00
-0.17	-0.17	0.01	-0.00	0.50	0.35	0.00	0.25
-0.17	-0.17	0.01	-0.01	0.50	0.26	0.00	0.34
-0.17	-0.17	0.01	-0.00	0.50	0.43	0.00	0.17
-0.17	-0.17	0.01	-0.00	0.50	0.33	0.00	0.27
-0.17	-0.17	0.01	-0.01	0.50	0.30	0.00	0.30
-0.17	-0.17	0.01	-0.00	0.50	0.42	0.00	0.18
-0.17	-0.17	0.01	-0.01	0.50	0.23	0.00	0.37
-0.17	-0.17	0.01	-0.00	0.50	0.43	0.00	0.17
-0.17	-0.17	0.01	-0.00	0.50	0.37	0.00	0.23
-0.17	-0.17	0.01	-0.00	0.50	0.38	0.00	0.22
-0.17	-0.17	0.01	-0.00	0.50	0.30	0.00	0.30
-0.17	-0.17	0.01	-0.00	0.50	0.38	0.00	0.22
-0.17	-0.17	0.01	-0.00	0.50	0.30	0.00	0.30
-0.17	-0.17	0.01	-0.00	0.50	0.34	0.00	0.26
-0.17	-0.17	0.01	-0.00	0.50	0.43	0.00	0.17
-0.17	-0.17	0.01	-0.00	0.50	0.31	0.00	0.29
-0.17	-0.17	0.01	-0.00	0.50	0.37	0.00	0.23
-0.17	-0.17	0.01	-0.00	0.50	0.28	0.00	0.32
-0.17	-0.17	0.01	-0.00	0.50	0.43	0.00	0.17
-0.17	-0.17	0.02	-0.00	0.50	0.30	0.00	0.30
-0.17	-0.17	0.01	-0.00	0.50	0.36	0.00	0.24
-0.17	-0.17	0.01	-0.00	0.50	0.35	0.00	0.25
-0.17	-0.17	0.01	-0.00	0.50	0.38	0.00	0.22
-0.17	-0.17	0.01	-0.00	0.50	0.31	0.00	0.29
-0.17	-0.17	0.01	-0.01	0.50	0.31	0.00	0.29
-0.17	-0.17	0.01	-0.00	0.50	0.39	0.00	0.21
-0.17	-0.17	0.01	-0.00	0.50	0.36	0.00	0.24
-0.17	-0.17	0.01	-0.00	0.50	0.33	0.00	0.27
-0.17	-0.16	0.01	-0.01	0.50	0.29	0.00	0.31
-0.17	-0.17	0.01	-0.00	0.50	0.34	0.00	0.26
-0.17	-0.17	0.02	0.00	0.50	0.46	0.00	0.14
-0.17	-0.17	0.00	0.00	0.50	0.50	0.00	0.04
-0.17	-0.17	0.02	0.00	0.50	0.04	0.00	0.50
-0.17	-0.17	0.00	-0.01	0.50	0.50	0.00	0.10
-0.17	-0.17	0.02	0.01	0.50	0.32	0.00	0.28
-0.17	-0.16	0.01	-0.01	0.50	0.37	0.00	0.23
-0.17	-0.17	0.01	0.01	0.50	0.50	0.00	0.08
-0.17	-0.17	0.02	0.01	0.50	0.25	0.00	0.35
-0.17	-0.17	0.01	0.01	0.50	0.50	0.00	0.07
-0.17	-0.17	0.02	0.01	0.50	0.21	0.00	0.39
-0.17	-0.17	0.01	0.01	0.50	0.50	0.00	0.06
-0.17	-0.17	0.02	0.01	0.50	0.22	0.00	0.38
-0.17	-0.16	0.02	0.01	0.50	0.46	0.00	0.14
-0.17	-0.16	0.02	0.02	0.50	0.39	0.00	0.21
-0.17	-0.17	0.03	0.02	0.50	0.17	0.00	0.43
-0.17	-0.17	0.01	0.02	0.50	0.50	0.00	0.00
-0.17	-0.17	0.04	0.03	0.50	0.00	0.00	0.50
-0.17	-0.17	0.03	0.03	0.50	0.50	0.00	0.00
-0.17	-0.17	0.03	0.04	0.50	0.35	0.00	0.25
-0.17	-0.16	0.04	0.04	0.50	0.21	0.00	0.39
-0.17	-0.16	0.03	0.04	0.50	0.50	0.00	0.00
-0.17	-0.16	0.05	0.05	0.50	0.13	0.00	0.47
-0.17	-0.16	0.04	0.04	0.50	0.50	0.00	0.07
-0.17	-0.16	0.05	0.06	0.50	0.35	0.00	0.25
-0.17	-0.16	0.05	0.06	0.50	0.40	0.00	0.20
-0.17	-0.16	0.06	0.06	0.50	0.35	0.00	0.25
-0.17	-0.16	0.07	0.06	0.50	0.13	0.00	0.47
-0.17	-0.16	0.07	0.06	0.50	0.47	0.00	0.13
-0.17	-0.16	0.08	0.08	0.50	0.33	0.00	0.27
-0.17	-0.16	0.07	0.08	0.50	0.50	0.00	0.00
-0.17	-0.16	0.09	0.09	0.50	0.18	0.00	0.42
-0.17	-0.16	0.10	0.10	0.50	0.42	0.00	0.18
-0.17	-0.16	0.10	0.10	0.50	0.37	0.00	0.23
-0.17	-0.16	0.11	0.11	0.50	0.34	0.00	0.26
